code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,is_withdrawn,total_clicks,avg_clicks,last_interaction_day,active_days,avg_score,max_score,total_assessments,total_submitted,assessment_completion_rate,module_presentation_length,risk_label,low_engagement,low_score
CCC,2014B,626055,F,Scotland,HE Qualification,10-20,0-35,0,90,N,Fail,-22.0,,0,241.0,2.171171171171171,104.0,26.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,626173,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,-71.0,12.0,1,220.0,2.6506024096385543,11.0,8.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,626183,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-78.0,,0,626.0,3.63953488372093,225.0,45.0,58.375,90.0,8.0,8.0,1.0,241,1,0,1
CCC,2014B,626296,M,South Region,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn,-74.0,-47.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,626349,M,Scotland,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,-65.0,-51.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,626417,M,Wales,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn,-28.0,67.0,1,373.0,3.552380952380952,64.0,24.0,78.0,86.0,2.0,2.0,1.0,241,1,1,0
CCC,2014B,626438,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-67.0,0.0,1,35.0,2.9166666666666665,31.0,2.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,626444,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-29.0,65.0,1,90.0,1.875,45.0,11.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,626469,M,South Region,Lower Than A Level,90-100%,0-35,0,120,N,Withdrawn,-68.0,-30.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,626516,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail,-75.0,,0,144.0,1.945945945945946,150.0,18.0,0.0,0.0,1.0,1.0,1.0,241,1,1,1
CCC,2014B,626518,M,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,-75.0,-3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,626614,M,Scotland,HE Qualification,40-50%,0-35,0,30,N,Fail,-27.0,,0,1703.0,3.879271070615034,198.0,69.0,83.0,96.0,7.0,7.0,1.0,241,1,0,0
CCC,2014B,626625,M,Scotland,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn,-40.0,-23.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,626712,M,North Region,HE Qualification,Unknown,0-35,0,30,N,Withdrawn,-22.0,81.0,1,17.0,1.5454545454545454,23.0,4.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,626714,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,-74.0,,0,669.0,4.15527950310559,227.0,29.0,64.25,91.0,8.0,8.0,1.0,241,1,0,1
CCC,2014B,626772,M,London Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-65.0,-8.0,1,34.0,1.7,-10.0,5.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,626857,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-8.0,,0,1570.0,5.358361774744028,222.0,49.0,63.77777777777778,80.0,9.0,9.0,1.0,241,1,0,1
CCC,2014B,626877,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,-62.0,,0,633.0,2.562753036437247,228.0,54.0,63.16666666666666,90.0,6.0,6.0,1.0,241,1,0,1
CCC,2014B,626906,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,-51.0,,0,134.0,3.35,17.0,11.0,60.0,60.0,1.0,1.0,1.0,241,1,1,1
CCC,2014B,626930,M,Wales,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,-27.0,180.0,1,125.0,3.125,25.0,13.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,627066,M,Scotland,A Level or Equivalent,50-60%,0-35,0,30,N,Fail,-25.0,,0,276.0,3.45,114.0,15.0,42.5,50.0,4.0,4.0,1.0,241,1,1,1
CCC,2014B,627160,F,London Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,-71.0,17.0,1,17.0,3.4,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,627168,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,-69.0,88.0,1,321.0,4.720588235294118,42.0,15.0,70.0,80.0,2.0,2.0,1.0,241,1,1,1
CCC,2014B,627176,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,90,N,Withdrawn,-64.0,12.0,1,171.0,4.5,10.0,8.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,627307,M,South West Region,HE Qualification,80-90%,0-35,0,90,N,Withdrawn,-45.0,12.0,1,198.0,3.6,14.0,17.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,627386,M,Scotland,A Level or Equivalent,30-40%,0-35,0,30,N,Fail,-25.0,,0,242.0,3.025,184.0,25.0,47.66666666666666,54.0,3.0,3.0,1.0,241,1,1,1
CCC,2014B,627395,M,North Western Region,HE Qualification,20-30%,0-35,0,120,N,Withdrawn,-65.0,-19.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,627435,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,30,N,Withdrawn,-53.0,72.0,1,472.0,5.0212765957446805,67.0,14.0,30.0,30.0,1.0,1.0,1.0,241,1,1,1
CCC,2014B,627500,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-45.0,209.0,1,228.0,2.6823529411764704,37.0,11.0,20.0,40.0,2.0,2.0,1.0,241,1,1,1
CCC,2014B,627516,M,Wales,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,-28.0,-23.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,627520,M,Scotland,HE Qualification,0-10%,0-35,0,30,N,Withdrawn,-24.0,51.0,1,136.0,2.893617021276596,39.0,9.0,4.0,8.0,2.0,2.0,1.0,241,1,1,1
CCC,2014B,627632,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,30,Y,Withdrawn,-68.0,0.0,1,19.0,1.7272727272727273,-2.0,3.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,627635,M,West Midlands Region,A Level or Equivalent,Unknown,0-35,0,60,N,Fail,-40.0,,0,96.0,2.742857142857143,31.0,5.0,20.0,20.0,1.0,1.0,1.0,241,1,1,1
CCC,2014B,627636,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-68.0,9.0,1,392.0,6.87719298245614,16.0,13.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,627711,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-61.0,144.0,1,880.0,3.8260869565217392,135.0,46.0,91.5,97.0,4.0,4.0,1.0,241,1,0,0
CCC,2014B,627784,M,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-28.0,144.0,1,657.0,3.2524752475247523,143.0,40.0,68.5,78.0,4.0,4.0,1.0,241,1,0,1
CCC,2014B,627907,M,South Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-60.0,20.0,1,165.0,3.055555555555556,19.0,11.0,30.0,30.0,1.0,1.0,1.0,241,1,1,1
CCC,2014B,627933,M,Scotland,A Level or Equivalent,90-100%,0-35,0,120,Y,Fail,-43.0,,0,583.0,2.699074074074074,226.0,47.0,61.5,92.0,6.0,6.0,1.0,241,1,1,1
CCC,2014B,627947,F,South Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn,-67.0,37.0,1,1304.0,6.721649484536083,38.0,39.0,80.0,80.0,1.0,1.0,1.0,241,1,0,0
CCC,2014B,628022,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-52.0,0.0,1,8.0,2.6666666666666665,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,628029,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,-28.0,227.0,1,1090.0,3.5737704918032787,230.0,89.0,90.125,100.0,8.0,8.0,1.0,241,1,0,0
CCC,2014B,628053,M,London Region,HE Qualification,10-20,0-35,0,60,N,Fail,-29.0,,0,1.0,1.0,170.0,1.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,628090,M,Yorkshire Region,HE Qualification,40-50%,0-35,0,30,N,Fail,-29.0,,0,451.0,3.991150442477876,137.0,17.0,48.5,73.0,4.0,4.0,1.0,241,1,1,1
CCC,2014B,628122,F,Scotland,HE Qualification,50-60%,0-35,0,30,N,Fail,-22.0,,0,194.0,3.88,240.0,15.0,80.0,80.0,1.0,1.0,1.0,241,1,1,0
CCC,2014B,628141,M,South West Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,-45.0,-22.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,628214,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-52.0,32.0,1,85.0,3.269230769230769,31.0,6.0,30.0,30.0,1.0,1.0,1.0,241,1,1,1
CCC,2014B,628366,M,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-57.0,46.0,1,227.0,4.283018867924528,42.0,12.0,40.0,40.0,1.0,1.0,1.0,241,1,1,1
CCC,2014B,628527,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-44.0,97.0,1,467.0,3.1133333333333333,82.0,32.0,72.0,74.0,3.0,3.0,1.0,241,1,1,0
CCC,2014B,628565,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-29.0,128.0,1,1096.0,3.15850144092219,117.0,62.0,68.5,78.0,4.0,4.0,1.0,241,1,0,1
CCC,2014B,628677,F,Scotland,Lower Than A Level,70-80%,35-55,0,90,N,Withdrawn,-43.0,-25.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,628718,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,Y,Withdrawn,-45.0,-25.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,628725,M,North Region,Lower Than A Level,50-60%,0-35,0,90,N,Withdrawn,-57.0,12.0,1,9.0,1.2857142857142858,10.0,4.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,628771,F,South Region,HE Qualification,90-100%,0-35,0,30,N,Withdrawn,-61.0,150.0,1,128.0,2.031746031746032,150.0,23.0,83.66666666666667,94.0,3.0,3.0,1.0,241,1,1,0
CCC,2014B,628803,M,London Region,A Level or Equivalent,20-30%,35-55,0,90,N,Withdrawn,-61.0,-45.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,628846,M,South West Region,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn,-29.0,12.0,1,78.0,1.902439024390244,15.0,10.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,628938,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-60.0,20.0,1,38.0,2.111111111111111,18.0,5.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,628993,M,South Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn,-54.0,-46.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,629081,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Fail,-45.0,,0,302.0,4.441176470588236,105.0,13.0,80.0,90.0,3.0,3.0,1.0,241,1,1,0
CCC,2014B,629209,M,North Region,HE Qualification,50-60%,0-35,0,30,N,Withdrawn,-29.0,-26.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,629270,M,Wales,A Level or Equivalent,40-50%,0-35,0,90,N,Fail,-22.0,,0,395.0,3.657407407407408,55.0,32.0,48.0,48.0,1.0,1.0,1.0,241,1,1,1
CCC,2014B,629342,F,Yorkshire Region,HE Qualification,30-40%,35-55,0,60,N,Withdrawn,-36.0,223.0,1,1831.0,3.3050541516245486,191.0,89.0,60.16666666666666,80.0,6.0,6.0,1.0,241,1,0,1
CCC,2014B,629445,F,London Region,HE Qualification,10-20,0-35,0,30,N,Withdrawn,-27.0,-18.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,629500,M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,-52.0,69.0,1,153.0,3.0,59.0,14.0,0.0,0.0,1.0,1.0,1.0,241,1,1,1
CCC,2014B,629560,F,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-53.0,24.0,1,432.0,3.630252100840336,24.0,25.0,70.0,70.0,1.0,1.0,1.0,241,1,1,1
CCC,2014B,629601,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Withdrawn,-28.0,-25.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,629613,F,London Region,Lower Than A Level,40-50%,0-35,0,90,N,Fail,-34.0,,0,83.0,2.305555555555556,22.0,8.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,629623,M,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn,-54.0,0.0,1,63.0,4.2,32.0,2.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,629628,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-28.0,44.0,1,137.0,4.151515151515151,18.0,6.0,0.0,0.0,1.0,1.0,1.0,241,1,1,1
CCC,2014B,629632,F,North Western Region,A Level or Equivalent,10-20,0-35,0,90,Y,Withdrawn,-54.0,-17.0,1,32.0,2.6666666666666665,-18.0,1.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,629654,F,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-41.0,,0,922.0,3.644268774703557,205.0,49.0,56.0,86.0,8.0,8.0,1.0,241,1,0,1
CCC,2014B,629692,M,North Western Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,-29.0,7.0,1,189.0,9.45,3.0,3.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,629694,M,Wales,A Level or Equivalent,0-10%,0-35,0,90,N,Fail,-54.0,,0,118.0,3.025641025641025,36.0,7.0,50.0,50.0,1.0,1.0,1.0,241,1,1,1
CCC,2014B,629696,M,Wales,HE Qualification,80-90%,0-35,0,90,N,Withdrawn,-28.0,146.0,1,1559.0,5.451048951048951,147.0,60.0,95.2,100.0,5.0,5.0,1.0,241,1,0,0
CCC,2014B,629773,M,South East Region,A Level or Equivalent,70-80%,0-35,0,90,Y,Withdrawn,-22.0,103.0,1,124.0,1.653333333333333,103.0,22.0,80.0,90.0,2.0,2.0,1.0,241,1,1,0
CCC,2014B,629798,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-44.0,199.0,1,590.0,3.8562091503267975,150.0,33.0,63.0,95.0,5.0,5.0,1.0,241,1,1,1
CCC,2014B,629887,M,North Western Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn,-22.0,0.0,1,51.0,3.4,32.0,2.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,629890,M,London Region,A Level or Equivalent,20-30%,35-55,0,30,N,Fail,-34.0,,0,339.0,4.6438356164383565,102.0,11.0,85.33333333333333,90.0,3.0,3.0,1.0,241,1,1,0
CCC,2014B,629893,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-51.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,629906,M,North Western Region,Lower Than A Level,0-10%,35-55,0,60,Y,Withdrawn,-51.0,26.0,1,346.0,7.208333333333333,26.0,7.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,629936,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-15.0,,0,1063.0,7.231292517006802,157.0,28.0,77.4,100.0,5.0,5.0,1.0,241,1,0,0
CCC,2014B,630005,M,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,-43.0,131.0,1,640.0,2.302158273381295,132.0,54.0,54.0,60.0,2.0,2.0,1.0,241,1,0,1
CCC,2014B,630152,M,Ireland,A Level or Equivalent,50-60%,0-35,0,90,N,Fail,-15.0,,0,158.0,2.6779661016949152,52.0,19.0,52.0,74.0,2.0,2.0,1.0,241,1,1,1
CCC,2014B,630200,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn,-23.0,109.0,1,217.0,2.552941176470588,99.0,21.0,34.5,50.0,4.0,4.0,1.0,241,1,1,1
CCC,2014B,630449,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-50.0,,0,922.0,3.340579710144928,227.0,65.0,62.5,86.0,8.0,8.0,1.0,241,1,0,1
CCC,2014B,630471,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,-45.0,,0,79.0,2.1944444444444446,25.0,5.0,60.0,60.0,1.0,1.0,1.0,241,1,1,1
CCC,2014B,630514,M,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn,-50.0,0.0,1,38.0,1.4074074074074074,25.0,1.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,630531,M,North Region,Lower Than A Level,10-20,0-35,0,90,N,Withdrawn,-50.0,5.0,1,23.0,5.75,-17.0,1.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,630540,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,-28.0,209.0,1,1291.0,4.111464968152866,198.0,60.0,25.83333333333333,36.0,6.0,6.0,1.0,241,1,0,1
CCC,2014B,630573,M,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Withdrawn,-22.0,110.0,1,1066.0,7.507042253521127,67.0,25.0,55.0,60.0,2.0,2.0,1.0,241,1,0,1
CCC,2014B,630585,M,North Western Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,-25.0,,0,2286.0,5.035242290748899,205.0,67.0,40.2,54.0,5.0,5.0,1.0,241,1,0,1
CCC,2014B,630635,M,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,Fail,-34.0,,0,988.0,3.4186851211072664,229.0,63.0,60.125,86.0,8.0,8.0,1.0,241,1,0,1
CCC,2014B,630657,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-39.0,26.0,1,93.0,3.72,24.0,8.0,30.0,30.0,1.0,1.0,1.0,241,1,1,1
CCC,2014B,630730,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-45.0,,0,2296.0,3.945017182130584,230.0,106.0,65.0,90.0,9.0,9.0,1.0,241,1,0,1
CCC,2014B,630825,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-25.0,,0,114.0,4.75,18.0,8.0,0.0,0.0,1.0,1.0,1.0,241,1,1,1
CCC,2014B,630888,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-45.0,56.0,1,162.0,2.892857142857143,33.0,11.0,63.0,76.0,2.0,2.0,1.0,241,1,1,1
CCC,2014B,630912,M,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,-43.0,,0,609.0,2.465587044534413,228.0,69.0,46.285714285714285,68.0,7.0,7.0,1.0,241,1,0,1
CCC,2014B,631038,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-29.0,7.0,1,70.0,2.121212121212121,9.0,8.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,631051,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-45.0,34.0,1,4.0,2.0,-16.0,1.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,631075,M,Scotland,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,-36.0,145.0,1,483.0,3.056962025316456,143.0,58.0,65.66666666666667,74.0,3.0,3.0,1.0,241,1,1,1
CCC,2014B,631122,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,-44.0,,0,417.0,3.207692307692308,240.0,41.0,83.44444444444444,100.0,9.0,9.0,1.0,241,1,1,0
CCC,2014B,631216,M,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Fail,-44.0,,0,486.0,2.8092485549132946,68.0,38.0,37.0,43.0,3.0,3.0,1.0,241,1,1,1
CCC,2014B,631300,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn,-43.0,107.0,1,216.0,6.75,98.0,7.0,0.0,0.0,1.0,1.0,1.0,241,1,1,1
CCC,2014B,631365,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn,-43.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,631453,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-29.0,,0,1277.0,3.6695402298850577,228.0,84.0,48.44444444444444,86.0,9.0,9.0,1.0,241,1,0,1
CCC,2014B,631655,M,East Anglian Region,HE Qualification,80-90%,0-35,0,60,N,Fail,-29.0,,0,1618.0,3.936739659367397,206.0,62.0,69.22222222222223,85.0,9.0,9.0,1.0,241,1,0,1
CCC,2014B,631657,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Withdrawn,-28.0,-25.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,631770,M,West Midlands Region,A Level or Equivalent,10-20,35-55,0,60,N,Fail,-11.0,,0,2.0,1.0,-8.0,2.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,631925,M,North Region,Lower Than A Level,Unknown,0-35,0,90,N,Withdrawn,-28.0,118.0,1,364.0,2.5815602836879434,67.0,27.0,63.0,76.0,2.0,2.0,1.0,241,1,1,1
CCC,2014B,631929,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Withdrawn,-29.0,103.0,1,138.0,4.6,18.0,4.0,70.0,70.0,1.0,1.0,1.0,241,1,1,1
CCC,2014B,632037,F,Ireland,HE Qualification,Unknown,35-55,0,100,N,Fail,-28.0,,0,165.0,4.125,31.0,8.0,20.0,20.0,1.0,1.0,1.0,241,1,1,1
CCC,2014B,632107,M,North Region,HE Qualification,80-90%,35-55,0,30,N,Withdrawn,-29.0,135.0,1,732.0,4.135593220338983,120.0,22.0,82.0,90.0,2.0,2.0,1.0,241,1,0,0
CCC,2014B,632114,M,London Region,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn,-29.0,12.0,1,8.0,1.1428571428571428,4.0,2.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,632133,F,West Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,-29.0,162.0,1,309.0,3.2872340425531914,162.0,26.0,79.66666666666667,90.0,3.0,3.0,1.0,241,1,1,0
CCC,2014B,632134,M,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn,-15.0,55.0,1,114.0,3.4545454545454546,48.0,9.0,60.0,60.0,1.0,1.0,1.0,241,1,1,1
CCC,2014B,632135,M,West Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,-29.0,162.0,1,153.0,3.122448979591837,93.0,10.0,67.33333333333333,90.0,3.0,3.0,1.0,241,1,1,1
CCC,2014B,632190,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-23.0,75.0,1,649.0,3.863095238095238,74.0,26.0,53.5,57.0,2.0,2.0,1.0,241,1,0,1
CCC,2014B,632242,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-17.0,153.0,1,174.0,3.954545454545455,93.0,6.0,58.5,59.0,2.0,2.0,1.0,241,1,1,1
CCC,2014B,632260,F,South West Region,Lower Than A Level,40-50%,0-35,0,150,N,Withdrawn,-29.0,-19.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,632312,M,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-27.0,,0,180.0,1.978021978021978,71.0,19.0,57.0,64.0,2.0,2.0,1.0,241,1,1,1
CCC,2014B,632332,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-22.0,-14.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,632486,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn,-27.0,3.0,1,53.0,2.12,2.0,3.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,632487,F,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-29.0,0.0,1,7.0,1.1666666666666667,31.0,2.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,632506,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,-17.0,,0,8163.0,7.551341350601295,166.0,110.0,77.33333333333333,94.0,3.0,3.0,1.0,241,1,0,0
CCC,2014B,632546,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,-22.0,,0,524.0,2.879120879120879,212.0,44.0,66.0,100.0,7.0,7.0,1.0,241,1,1,1
CCC,2014B,632637,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,-15.0,11.0,1,536.0,9.571428571428571,10.0,8.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,632641,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-24.0,19.0,1,142.0,2.581818181818182,18.0,10.0,0.0,0.0,1.0,1.0,1.0,241,1,1,1
CCC,2014B,632691,M,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,-27.0,100.0,1,1211.0,3.9190938511326863,99.0,50.0,57.0,60.0,3.0,3.0,1.0,241,1,0,1
CCC,2014B,632780,M,London Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn,-22.0,-7.0,1,1.0,1.0,-14.0,1.0,0.0,0.0,0.0,0.0,0.0,241,1,1,1
CCC,2014B,632856,M,London Region,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn,-27.0,101.0,1,471.0,3.098684210526316,100.0,28.0,27.666666666666668,41.0,3.0,3.0,1.0,241,1,1,1
